id,event_id,month,start_date,end_date,display_text,recurrence_text,year_specific
212,212,9,2026-09-29,2026-10-03,Sep 29 - Oct 3 (2026),,true
213,213,5,2026-05-09,2026-05-09,May 9 (2026),,true
214,214,7,,,Jul 31 - Aug 1,,true
215,215,8,2026-08-20,2026-08-20,Mid-to-late August 2026 (TBD; 10-day fair),,true
216,216,8,,,Late August (verify 2026 occurrence),,true
217,217,5,,,First Saturday May (2026),,false
218,218,8,,,August (2026),,false
219,219,8,2026-08-27,2026-08-31,"Aug 27-31 (2026, Labor Day wknd)",,true
220,220,7,2026-07-09,2026-07-11,Jul 9-11 (2026),,true
221,221,10,2026-10-10,2026-10-17,Oct 10-17 (2026),,true
222,222,10,2026-10-03,2026-10-03,Oct 3 (2026),,true
223,223,10,,,Mid-October (2026),,false
224,224,8,2026-08-22,2026-08-29,Aug 22-29 (2026),,true
225,225,9,2026-09-12,2026-09-12,Sep 12 (2026),,true
226,226,8,2026-08-07,2026-08-23,Aug 7-23 (2026),,true
227,227,5,2026-05-23,2026-05-23,May 23 (2026),,true
228,228,6,2026-06-20,2026-06-21,Jun 20-21 (2026),,true
229,229,7,2026-07-09,2026-07-19,Jul 9-19 (2026),,true
230,230,9,2026-09-12,2026-09-12,Sep 12 (2026),,true
231,231,4,2026-04-18,2026-04-18,Apr 18 (2026),,true
232,232,9,2026-09-18,2026-09-20,Sep 18-20 (2026),,true
233,233,,,,"First Friday monthly, May-Oct","First Friday monthly, May-Oct",false
234,234,7,2026-07-03,2026-07-04,Jul 3-4 (2026),,true
235,235,9,2026-09-26,2026-09-27,Sep 26-27 (2026),,true
236,236,5,2026-05-16,2026-05-16,May 16 (2026),,true
237,237,6,2026-06-14,2026-06-14,Jun 14 (2026),,true
238,238,6,2026-06-04,2026-06-06,Jun 4-6 (2026),,true
239,239,9,2026-09-17,2026-09-20,Sep 17-20 (2026),,true
240,240,10,2026-10-01,2026-10-04,Oct 1-4 (2026),,true
241,241,6,2026-06-18,2026-06-21,Jun 18-21 (2026),,true
242,242,9,2026-09-11,2026-09-13,Sep 11-13 (2026),,true
243,243,6,2026-06-20,2026-06-20,Jun 20 (2026),,true
244,244,7,2026-07-09,2026-07-14,Jul 9-14 (2026),,true
245,245,8,2026-08-20,2026-08-20,Late July / early August 2026 (TBD),,true
246,246,9,2026-09-04,2026-09-07,Sep 4-7 (2026),,true
247,247,8,2026-08-06,2026-08-17,Aug 6-17 (2026),,true
248,248,5,2026-05-21,2026-05-30,May 21-30 (2026),,true
249,249,7,2026-07-11,2026-07-18,Jul 11-18 (2026),,true
250,250,12,2026-12-04,2026-12-05,Dec 4-5 (2026),,true
251,251,7,2026-07-18,2026-07-24,Jul 18-24 (2026),,true
252,252,7,2026-07-17,2026-07-24,Jul 17-24 (2026),,true
253,253,,,,First Friday monthly (May-Oct),First Friday monthly (May-Oct),false
254,254,7,2026-07-14,2026-07-18,Jul 14-18 (2026),,true
255,255,8,2026-08-28,2026-08-30,Aug 28-30 (2026),,true
256,256,6,2026-06-25,2026-06-28,Jun 25-28 (2026),,true
257,257,8,2026-08-23,2026-08-24,Aug 23-24 (2026),,true
258,258,7,2026-07-29,2026-08-02,Jul 29 - Aug 2 (2026),,true
259,259,7,2026-07-25,2026-08-01,Jul 25 - Aug 1 (2026),,true
260,260,8,2026-08-20,2026-08-20,Late August 2026 (TBD),,true
261,261,6,2026-06-24,2026-06-28,Jun 24-28 (2026),,true
262,262,6,2026-06-12,2026-06-14,Jun 12-14 (2026),,true
263,263,9,2026-09-26,2026-09-26,Sep 26 (2026),,true
264,264,8,2026-08-20,2026-08-30,Aug 20-30 (2026),,true
265,265,10,2026-10-02,2026-10-04,Oct 2-4 (2026),,true
266,266,4,2026-04-23,2026-05-01,Fest-a-Ville Apr 23 - May 1 (2026),,true
267,267,7,2026-07-18,2026-07-18,Jul 18 (2026),,true
268,268,10,2026-10-03,2026-10-11,Oct 3-11 (2026); booths Oct 8-11,,true
269,269,6,2026-06-05,2026-06-05,"Summer Friday nights (RiverStage); 2026 dates Jun 5, Jun 19, Jul 4",,true
270,270,9,2026-09-10,2026-09-13,Sep 10-13 (2026),,true
271,271,9,,,Labor Day weekend (2026),,false
272,272,10,2026-10-01,2026-10-03,Oct 1-3 (2026),,true
273,273,10,2026-10-20,2026-10-20,First full week of October 2026,,true
274,274,5,2026-05-29,2026-05-30,May 29-30 (2026),,true
275,275,8,2026-08-28,2026-08-30,Aug 28-30 (2026),,true
276,276,9,2026-09-25,2026-09-26,Sep 25-26 (2026),,true
277,277,6,2026-06-17,2026-06-20,Jun 17-20 (2026),,true
278,278,5,2026-05-08,2026-05-09,May 8-9 (2026),,true
279,279,10,2026-10-09,2026-10-10,Oct 9-10 (2026),,true
280,280,9,2026-09-26,2026-09-26,Sep 26 (2026),,true
281,281,10,2026-10-16,2026-10-25,Oct 16-25 (2026),,true
282,282,6,2026-06-20,2026-06-20,Late June 2026 (around July 4),,true
283,283,6,2026-06-06,2026-06-06,Jun 6 (2026),,true
284,284,7,2026-07-16,2026-07-18,Jul 16-18 (2026),,true
285,285,9,2026-09-15,2026-09-19,Sep 15-19 (2026),,true
286,286,9,2026-09-20,2026-09-20,Early-mid September 2026 (TBD; 2025 was Sep 5-7),,true
287,287,7,2026-07-14,2026-07-18,Jul 14-18 (2026),,true
288,288,6,2026-06-06,2026-06-07,Jun 6-7 (2026),,true
289,289,5,2026-05-22,2026-05-24,May 22-24 (2026),,true
290,290,9,2026-09-12,2026-09-12,Sep 12 (2026),,true
291,291,6,2026-06-19,2026-06-21,Jun 19-21 (2026),,true
292,292,9,2026-09-24,2026-09-26,Sep 24-26 (2026),,true
293,293,8,2026-08-05,2026-08-09,Aug 5-9 (2026),,true
294,294,5,2026-05-15,2026-05-17,May 15-17 (2026),,true
295,295,9,2026-09-25,2026-09-27,Sep 25-27 (2026),,true
296,296,6,2026-06-24,2026-06-27,Jun 24-27 (2026),,true
297,297,6,2026-06-11,2026-06-14,Jun 11-14 (2026),,true
298,298,6,2026-06-20,2026-06-20,Late June 2026 (TBD; 2025 was Jun 24-28),,true
299,299,6,2026-06-20,2026-06-22,Jun 20-22 (2026),,true
300,300,6,2026-06-27,2026-06-27,Jun 27 (2026),,true
301,301,7,2026-07-20,2026-07-20,Mid-July 2026 (TBD; 2025 was Jul 10-13),,true
302,302,9,2026-09-12,2026-09-12,Sep 12 (2026),,true
303,303,5,2026-05-02,2026-05-03,May 2-3 (2026),,true
304,304,9,2026-09-19,2026-09-19,Sep 19 (2026),,true
305,305,3,2026-03-20,2026-03-20,Late March 2026 (HS jazz competition),,true
306,306,7,2026-07-20,2026-07-20,Mid-July 2026 (TBD; 2025 was Jul 17-20),,true
307,307,9,2026-09-20,2026-09-20,Late September 2026 (TBD; 2025 was Sep 20-22),,true
308,308,6,2026-06-05,2026-06-07,Jun 5-7 (2026),,true
309,309,3,2026-03-14,2026-03-14,Mar 14 (2026),,true
310,310,10,2026-10-20,2026-10-20,Mid-October 2026 (TBD; typically 3rd weekend),,false
311,311,9,2026-09-25,2026-09-27,Sep 25-27 (2026),,true
312,312,7,2026-07-03,2026-07-04,Jul 3-4 (2026),,true
313,313,12,2026-11-27,2026-12-24,"Fri-Sun, Nov 27 - Dec 24 (2026)",,true
314,314,8,2026-08-22,2026-08-23,Aug 22-23 (2026),,true
315,315,3,2026-03-14,2026-03-14,Mar 14 (2026),,true
316,316,7,2026-07-01,2026-07-04,Jul 1-4 (2026),,true
317,317,7,2026-07-23,2026-07-27,Jul 23-27 (2026),,true
318,318,2,2026-02-14,2026-02-14,Grand Parade Feb 14 (2026); season Jan-Feb,,true
319,319,10,2026-10-09,2026-10-10,Oct 9-10 (2026),,true
320,320,10,2026-10-11,2026-10-11,Oct 11 (2026),,true
321,321,8,2026-08-29,2026-08-30,Aug 29-30 (2026),,true
322,322,9,2026-09-05,2026-09-07,Sep 5-7 (2026),,true
323,323,8,2026-08-14,2026-08-16,Aug 14-16 (2026),,true
324,324,9,2026-09-18,2026-09-20,Sep 18-20 (2026),,true
325,325,10,2026-10-20,2026-10-20,Early October 2026 (TBD; 2025 was Oct 4),,true
326,326,9,2026-09-18,2026-09-20,Sep 18-20 (2026),,true
327,327,7,2026-07-10,2026-07-10,Jul 10 (2026),,true
328,328,8,2026-08-20,2026-08-20,Late August 2026 (TBD; 2025 was Aug 23),,true
329,329,5,2026-05-01,2026-05-03,May 1-3 (2026),,true
330,330,9,2026-09-04,2026-09-06,Sep 4-6 (2026),,true
331,331,8,2026-08-21,2026-08-23,Aug 21-23 (2026),,true
332,332,3,2026-03-14,2026-03-14,Mar 14 (2026),,true
333,333,9,2026-09-25,2026-09-27,Sep 25-27 (2026),,true
334,334,5,2026-05-15,2026-05-16,May 15-16 (2026),,true
335,335,9,2026-09-05,2026-10-18,Weekends Sep 5 - Oct 18 (2026),Weekends Sep 5 - Oct 18 (2026),true
336,336,9,2026-09-25,2026-09-26,Sep 25-26 (2026),,true
337,337,6,2026-06-12,2026-06-12,Jun 12 (2026),,true
338,338,6,2026-06-06,2026-06-07,Jun 6-7 (2026),,true
339,339,9,2026-09-19,2026-09-20,Sep 19-20 (2026),,true
340,340,5,2026-05-23,2026-05-24,May 23-24 (2026),,true
341,341,5,2026-05-01,2026-05-02,May 1-2 (2026),,true
342,342,8,2026-08-29,2026-08-30,Aug 29-30 (2026); street party Aug 26,,true
343,343,9,2026-09-12,2026-09-13,Sep 12-13 (2026),,true
344,344,9,2026-09-26,2026-09-26,Sep 26 (2026),,true
345,345,10,2026-10-10,2026-10-10,Oct 10 (2026),,true
346,346,8,2026-08-28,2026-09-07,Aug 28 - Sep 7 (2026),,true
347,347,9,2026-09-09,2026-09-12,Sep 9-12 (2026),,true
348,348,8,2026-08-01,2026-08-08,Aug 1-8 (2026),,true
349,349,5,2026-05-07,2026-05-10,May 7-10 (2026),,true
350,350,8,2026-08-21,2026-08-29,Aug 21-29 (2026),,true
351,351,8,2026-08-21,2026-08-23,Aug 21-23 (2026),,true
352,352,6,2026-06-01,2026-06-07,Jun 1-7 (2026),,true
353,353,8,2026-08-07,2026-08-09,Aug 7-9 (2026),,true
354,354,7,2026-07-07,2026-07-12,Jul 7-12 (2026),,true
355,355,5,2026-05-02,2026-05-02,May 2 (2026),,true
356,356,7,2026-07-29,2026-08-04,Jul 29 - Aug 4 (2026),,true
357,357,7,2026-07-26,2026-08-02,Jul 26 - Aug 2 (2026),,true
358,358,9,2026-09-03,2026-09-07,Sep 3-7 (2026),,true
359,359,9,2026-09-09,2026-09-12,Sep 9-12 (2026),,true
360,360,6,2026-06-20,2026-06-20,Mid-June 2026 (riverfront),,true
361,361,9,2026-09-26,2026-09-26,Sep 26 (2026),,true
362,362,7,2026-07-13,2026-07-18,Jul 13-18 (2026),,true
363,363,6,2026-06-17,2026-06-21,Jun 17-21 (2026),,true
364,364,4,2026-04-04,2026-04-04,"Throughout April (parade Apr 4), 2026",,true
365,365,9,2026-09-04,2026-09-06,Sep 4-6 (2026),,true
366,366,10,2026-10-01,2026-10-04,Oct 1-4 (2026),,true
367,367,10,2026-10-10,2026-10-11,Oct 10-11 (2026),,true
368,368,8,2026-08-20,2026-08-20,August 2026 (TBD),,true
369,369,10,2026-10-23,2026-10-24,Oct 23-24 (2026),,true
370,370,9,2026-09-20,2026-09-20,"Mid-September 2026 (9 days, TBD)",,true
371,371,5,2026-05-14,2026-05-16,May 14-16 (2026),,true
372,372,5,2026-05-20,2026-05-20,Mid-May 2026 (May 7-9),,true
373,373,9,2026-09-15,2026-09-19,Sep 15-19 (2026),,true
374,374,6,2026-06-05,2026-06-13,Jun 5-13 (2026),,true
375,375,9,2026-09-17,2026-09-19,Sep 17-19 (2026),,true
376,376,4,2026-04-03,2026-04-06,Apr 3-6 (2026),,true
377,377,7,2026-07-03,2026-07-04,Jul 3-4 (2026),,true
378,378,9,2026-09-12,2026-09-12,Sep 12 (2026),,true
379,379,7,2026-07-03,2026-07-05,Jul 3-5 (2026),,true
380,380,7,2026-07-31,2026-08-08,Jul 31 - Aug 8 (2026),,true
381,381,9,2026-09-19,2026-09-26,Sep 19-26 (2026),,true
382,382,7,2026-07-30,2026-08-02,Jul 30 - Aug 2 (2026),,true
383,383,8,2026-08-07,2026-08-08,Aug 7-8 (2026),,true
384,384,9,2026-09-05,2026-09-06,Sep 5-6 (2026),,true
385,385,7,2026-07-20,2026-07-20,July 2026 (TBD),,true
386,386,7,2026-07-11,2026-07-18,Jul 11-18 (2026),,true
387,387,9,2026-09-18,2026-09-20,Sep 18-20 & 26-27 (2026),,true
388,388,6,2026-06-20,2026-06-20,Mid-June 2026 (TBD; 2025 was Jun 19-22),,true
389,389,7,2026-07-22,2026-07-26,Jul 22-26 (2026),,true
390,390,7,2026-07-31,2026-08-03,Jul 31 - Aug 3 (2026),,true
391,391,8,2026-08-09,2026-08-12,Aug 9-12 (2026),,true
392,392,6,2026-06-20,2026-06-20,June 2026 (TBD),,true
393,393,9,2026-09-04,2026-09-07,"Labor Day weekend (Sep 4-7, 2026)",,true
394,394,10,2026-10-20,2026-10-20,Late October 2026 (9 days),,true
395,395,8,2026-08-09,2026-08-15,Aug 9-15 (2026),,true
396,396,6,2026-06-05,2026-06-06,Jun 5-6 (2026),,true
397,397,8,2026-08-20,2026-08-20,August 2026 (TBD),,true
398,398,4,2026-04-18,2026-04-26,Apr 18-26 (2026),,true
399,399,5,2026-05-03,2026-05-09,May 3-9 (2026),,true
400,400,9,2026-09-10,2026-09-12,Sep 10-12 (2026),,true
401,401,9,2026-09-26,2026-09-26,Sep 26 (2026),,true
402,402,8,2026-08-24,2026-08-29,Aug 24-29 (2026),,true
403,403,9,2026-09-07,2026-09-12,Sep 7-12 (2026),,true
